cluster[object],x[int64],y[int64],cell[int64],center[object]
c0,60,112,6085,N
c0,56,3,6109,N
c0,78,4,6110,N
c0,73,92,6114,N
c0,78,86,6115,N
c0,54,87,6173,N
c0,77,86,6197,N
c0,58,109,6212,N
c0,61,52,6213,N
c0,78,118,6241,N
c0,72,41,6265,N
c0,85,117,6266,N
c0,76,22,6286,N
c0,80,125,6330,N
c0,87,75,6354,N
c0,57,63,6371,N
c0,76,122,6373,N
c0,73,88,6375,N
c0,88,114,6378,N
c0,87,118,6420,N
c0,72,82,6451,N
c0,82,120,6457,N
c0,66,70,6473,N
c0,58,48,6474,N
c0,74,39,6476,N
c0,50,35,6477,N
c0,83,115,6480,N
c0,64,69,6506,N
c0,81,88,6511,N
c0,64,64,6532,N
c0,71,74,6621,N
c0,72,2,6622,N
c0,67,40,6648,N
c0,78,127,6650,N
c0,78,113,6651,N
c0,80,88,6680,N
c0,75,95,6700,N
c0,73,78,6704,N
c0,60,56,6722,N
c0,72,6,6723,N
c0,53,41,6724,N
c0,75,13,6725,N
c0,80,108,6726,N
c0,76,39,6727,N
c0,64,3,6806,N
c0,74,109,6808,N
c0,64,110,6848,N
c0,79,90,6852,N
c0,67,61,6884,N
c0,55,45,6885,N
c0,83,116,6889,N
c0,76,27,6965,N
c0,69,106,7002,N
c0,80,126,7020,N
c0,89,116,7033,N
c0,68,87,7093,N
c0,71,39,7131,N
c0,80,124,7171,N
c0,78,109,7172,N
c0,76,94,7210,N
c0,84,119,7216,N
c0,76,0,7248,N
c0,88,116,7292,N
c0,62,13,7337,N
c0,76,124,7340,N
c0,45,42,7346,N
c0,81,86,7349,N
c0,75,94,7391,N
c0,81,92,7398,N
c0,64,41,7436,N
c0,78,91,7465,N
c0,57,101,7491,N
c0,60,118,7535,N
c0,80,3,7537,N
c0,79,120,7538,N
c0,76,103,7656,N
c0,74,77,7659,N
c0,63,96,7714,N
c0,75,105,7715,N
c0,73,4,7716,N
c0,76,81,7719,N
c0,82,98,7769,N
c0,58,31,7819,N
c0,74,53,7882,N
c0,88,111,7889,N
c0,73,112,7935,N
c0,75,81,7936,N
c0,89,117,7938,N
c0,87,119,7946,N
c0,69,108,8001,N
c0,78,88,8072,N
c0,75,2,8132,N
c0,75,88,8133,N
c0,79,87,8137,N
c0,59,10,8211,N
c0,73,109,8213,N
c0,49,38,8217,N
c0,84,106,8271,N
c0,51,36,8272,N
c0,79,108,8289,N
c0,63,11,8343,N
c0,72,57,8346,N
c0,56,63,8348,N
c0,75,23,8413,N
c0,63,127,8481,N
c0,53,39,8486,N
c0,65,83,8653,N
c0,55,78,8654,N
c0,50,45,8658,N
c0,71,107,8748,N
c0,52,39,8750,N
c0,75,122,8752,N
c0,55,109,8858,N
c0,76,13,8859,N
c0,80,100,8861,N
c3,68,2,6,N
c3,59,72,15,N
c3,61,35,21,N
c3,58,57,26,N
c3,70,96,37,N
c3,63,37,61,N
c3,57,87,74,N
c3,60,106,77,N
c3,58,66,78,N
c3,58,53,80,N
c3,65,93,92,N
c3,57,17,93,N
c3,60,71,108,N
c3,69,50,115,N
c3,58,106,135,N
c3,60,34,136,N
c3,64,62,150,N
c3,57,40,157,N
c3,64,92,165,N
c3,69,44,170,N
c3,57,42,174,N
c3,61,70,197,N
c3,69,2,211,N
c3,66,115,230,N
c3,64,47,234,N
c3,58,73,272,N
c3,65,86,273,N
c3,61,59,292,N
c3,59,42,306,N
c3,58,52,320,N
c3,65,44,338,N
c3,67,50,340,N
c3,65,45,346,N
c3,70,79,360,N
c3,61,44,362,N
c3,70,3,384,N
c3,69,35,396,N
c3,69,3,397,N
c3,68,115,398,N
c3,65,94,412,N
c3,70,50,439,N
c3,58,55,444,N
c3,59,104,447,N
c3,57,74,448,N
c3,61,42,452,N
c3,67,15,455,N
c3,59,40,456,N
c3,64,13,472,N
c3,65,46,484,N
c3,67,64,498,N
c3,58,40,503,N
c3,57,35,506,N
c3,59,59,511,N
c3,60,63,520,N
c3,59,58,526,N
c3,56,42,531,N
c3,64,46,533,N
c3,66,92,537,N
c3,57,105,539,N
c3,59,105,553,N
c3,70,36,564,N
c3,60,36,589,N
c3,57,103,599,Y
c3,65,76,615,N
c3,69,52,624,N
c3,57,18,631,N
c3,64,75,636,N
c3,57,29,644,N
c3,69,36,646,N
c3,63,68,658,N
c3,70,35,661,N
c3,66,62,666,N
c3,61,43,672,N
c3,65,4,675,N
c3,68,34,688,N
c3,70,48,689,N
c3,69,49,692,N
c3,70,95,704,N
c3,66,45,708,N
c3,68,125,709,N
c3,66,19,718,N
c3,60,42,720,N
c3,57,52,730,N
c3,67,62,735,N
c3,68,49,755,N
c3,62,36,761,N
c3,58,58,796,N
c3,65,38,797,N
c3,56,107,798,N
c3,70,51,807,N
c3,59,71,821,N
c3,63,76,834,N
c3,71,95,849,N
c3,69,43,852,N
c3,67,42,877,N
c3,71,113,890,N
c3,65,75,906,N
c3,57,39,908,N
c3,58,71,914,N
c3,70,117,921,N
c3,55,41,933,N
c3,68,51,949,N
c3,57,104,957,N
c3,64,37,958,N
c3,58,54,960,N
c3,59,41,995,N
c3,70,127,1037,N
c3,62,84,1044,N
c3,55,107,1070,N
c3,63,84,1120,N
c3,68,3,1164,N
c3,62,83,1174,N
c3,71,96,1175,N
c3,57,54,1228,N
c3,68,1,1244,N
c3,70,126,1255,N
c3,60,33,1268,N
c3,63,61,1273,N
c3,64,94,1343,N
c3,58,65,1345,N
c3,71,4,1347,N
c3,71,43,1370,N
c3,65,92,1377,N
c3,65,62,1380,N
c3,58,104,1437,N
c3,67,49,1444,N
c3,54,107,1450,N
c3,65,64,1465,N
c3,70,120,1532,N
c3,57,41,1569,N
c3,66,114,1616,N
c3,64,38,1622,N
c3,66,46,1627,N
c3,70,49,1632,N
c3,67,51,1640,N
c3,55,42,1648,N
c3,59,63,1654,N
c3,70,118,1660,N
c3,56,75,1700,N
c3,67,36,1720,N
c3,57,55,1728,N
c3,58,41,1732,N
c3,65,63,1763,N
c3,58,105,1767,N
c3,59,52,1775,N
c3,65,115,1792,N
c3,59,53,1815,N
c3,65,77,1850,N
c3,63,36,1869,N
c3,67,114,1905,N
c3,66,44,1978,N
c3,57,57,2061,N
c3,55,108,2065,N
c3,62,42,2089,N
c3,63,47,2098,N
c3,60,82,2113,N
c3,67,2,2132,N
c3,71,34,2160,N
c3,71,36,2192,N
c3,70,2,2219,N
c3,56,73,2220,N
c3,57,66,2264,N
c3,56,34,2334,N
c3,71,45,2369,N
c3,56,88,2390,N
c3,63,74,2410,N
c3,71,44,2455,N
c3,64,45,2468,N
c3,72,3,2483,N
c3,64,91,2515,N
c3,59,57,2544,N
c3,62,82,2548,N
c3,56,41,2569,N
c3,71,121,2605,N
c3,58,18,2618,N
c3,56,106,2691,N
c3,56,29,2694,N
c3,56,105,2711,N
c3,61,41,2724,N
c3,71,120,2735,N
c3,60,84,2744,N
c3,62,37,2799,N
c3,71,119,2807,N
c3,68,50,2823,N
c3,66,48,2828,N
c3,62,34,2872,N
c3,59,106,2914,N
c3,60,70,2942,N
c3,61,34,2986,N
c3,69,51,2999,N
c3,59,54,3073,N
c3,70,119,3074,N
c3,57,53,3075,N
c3,70,43,3082,N
c3,62,113,3093,N
c3,56,16,3102,N
c3,58,42,3107,N
c3,56,103,3116,N
c3,69,33,3122,N
c3,57,58,3175,N
c3,58,88,3279,N
c3,69,34,3406,N
c3,57,16,3420,N
c3,56,102,3469,N
c3,71,118,3470,N
c3,56,104,3560,N
c3,56,18,3564,N
c3,62,43,3585,N
c3,70,1,3615,N
c3,70,44,3630,N
c3,65,61,3699,N
c3,54,42,3741,N
c3,56,87,3770,N
c3,70,45,3788,N
c3,56,74,3897,N
c3,55,88,3918,N
c3,61,33,3960,N
c3,62,69,3989,N
c3,68,116,3990,N
c3,56,19,4018,N
c3,55,43,4140,N
c3,67,3,4202,N
c3,71,3,4212,N
c3,68,60,4250,N
c3,57,56,4364,N
c3,71,78,4378,N
c3,68,35,4379,N
c3,56,51,4450,N
c3,60,54,4615,N
c3,57,51,4628,N
c3,61,45,4905,N
c3,62,41,4922,N
c3,59,70,5104,N
c3,64,74,5244,N
c3,72,120,5312,N
c3,57,67,5589,N
c3,56,40,5603,N
c3,65,116,5953,N
c3,58,56,6029,N
c3,58,75,6239,N
c3,60,41,6285,N
c3,67,116,6370,N
c3,71,2,6649,N
c3,56,17,7095,N
c3,62,45,7132,N
c3,65,14,7207,N
c3,62,44,8571,N
c3,58,17,8749,N
c4,59,73,7,N
c4,68,65,11,N
c4,58,121,17,N
c4,69,123,32,N
c4,65,118,35,Y
c4,58,69,38,N
c4,67,56,62,N
c4,66,71,73,N
c4,60,72,82,N
c4,65,1,89,N
c4,65,87,102,N
c4,66,57,107,N
c4,64,112,112,N
c4,61,104,118,N
c4,67,1,120,N
c4,66,28,147,N
c4,61,71,149,N
c4,66,2,152,N
c4,65,9,171,N
c4,65,127,185,N
c4,67,57,195,N
c4,67,123,196,N
c4,65,85,203,N
c4,58,123,217,N
c4,60,104,236,N
c4,67,125,256,N
c4,58,72,262,N
c4,60,74,277,N
c4,63,22,300,N
c4,61,61,304,N
c4,59,124,319,N
c4,68,122,326,N
c4,69,66,347,N
c4,64,90,383,N
c4,64,85,389,N
c4,68,66,415,N
c4,59,0,424,N
c4,58,70,434,N
c4,65,112,442,N
c4,66,72,457,N
c4,64,117,463,N
c4,57,120,475,N
c4,64,8,477,N
c4,64,111,495,N
c4,63,86,496,N
c4,70,122,497,N
c4,68,56,515,N
c4,57,33,517,N
c4,65,113,540,N
c4,57,121,573,N
c4,59,75,594,N
c4,67,70,598,N
c4,66,56,617,N
c4,57,70,622,N
c4,65,88,626,N
c4,58,74,643,N
c4,64,2,652,N
c4,60,73,659,N
c4,63,90,664,N
c4,63,8,669,N
c4,66,87,673,N
c4,68,0,686,N
c4,68,124,741,N
c4,67,122,743,N
c4,69,122,793,N
c4,67,65,800,N
c4,65,28,803,N
c4,68,64,811,N
c4,70,28,850,N
c4,66,55,853,N
c4,67,66,898,N
c4,62,114,924,N
c4,71,28,969,N
c4,60,110,972,N
c4,70,29,979,N
c4,56,120,994,N
c4,64,22,1003,N
c4,57,69,1051,N
c4,64,1,1068,N
c4,66,24,1069,N
c4,57,75,1191,N
c4,66,88,1200,N
c4,68,57,1245,N
c4,65,119,1253,N
c4,68,70,1269,N
c4,63,113,1275,N
c4,59,74,1280,N
c4,62,22,1323,N
c4,68,72,1350,N
c4,69,90,1409,N
c4,68,91,1415,N
c4,63,23,1488,N
c4,63,88,1594,N
c4,64,87,1607,N
c4,70,123,1735,N
c4,66,118,1736,N
c4,64,113,1810,N
c4,65,111,1856,N
c4,61,73,1864,N
c4,59,120,1882,N
c4,57,122,1953,N
c4,66,127,1964,N
c4,65,126,2030,N
c4,58,1,2095,N
c4,59,122,2105,N
c4,63,112,2175,N
c4,66,58,2287,N
c4,58,120,2385,N
c4,67,126,2398,N
c4,65,29,2420,N
c4,63,87,2426,N
c4,71,29,2429,N
c4,57,73,2441,N
c4,60,62,2512,N
c4,66,125,2635,N
c4,60,120,2841,N
c4,62,71,2920,N
c4,68,92,2975,N
c4,58,0,2995,N
c4,64,25,3144,N
c4,57,123,3234,N
c4,56,72,3298,N
c4,56,122,3303,N
c4,66,117,3358,N
c4,56,33,3360,N
c4,63,111,3444,N
c4,60,75,3451,N
c4,67,55,3493,N
c4,61,72,3571,N
c4,57,76,3655,N
c4,57,72,3711,N
c4,59,1,3727,N
c4,65,89,3789,N
c4,61,75,3856,N
c4,69,58,4113,N
c4,57,34,4131,N
c4,69,64,4499,N
c4,58,122,4614,N
c4,64,118,4825,N
c4,64,86,5013,N
c4,67,58,5049,N
c4,56,32,5373,N
c4,56,119,5505,N
c4,56,121,5791,N
c4,68,123,5931,N
c4,68,55,6262,N
c4,65,72,6412,N
c4,57,71,6699,N
c4,63,85,7338,N
c4,60,105,7933,N
c4,61,62,8345,N
c2,70,23,3,N
c2,71,86,66,N
c2,68,90,79,N
c2,67,91,81,N
c2,66,97,85,N
c2,69,91,139,N
c2,67,90,141,Y
c2,68,97,148,N
c2,58,25,172,N
c2,67,97,184,N
c2,69,89,200,N
c2,69,23,209,N
c2,68,89,268,N
c2,70,21,279,N
c2,57,26,301,N
c2,69,88,350,N
c2,69,68,363,N
c2,70,22,388,N
c2,70,67,410,N
c2,57,27,428,N
c2,69,86,493,N
c2,69,87,516,N
c2,71,65,524,N
c2,71,66,550,N
c2,67,89,581,N
c2,70,91,583,N
c2,70,85,639,N
c2,70,65,699,N
c2,66,90,711,N
c2,71,22,740,N
c2,68,98,785,N
c2,57,28,788,N
c2,71,67,815,N
c2,69,65,831,N
c2,71,23,838,N
c2,72,65,842,N
c2,68,24,922,N
c2,71,21,1102,N
c2,72,67,1112,N
c2,72,85,1360,N
c2,71,90,1398,N
c2,72,23,1534,N
c2,68,69,1539,N
c2,65,97,1560,N
c2,71,89,1685,N
c2,56,28,1753,N
c2,56,23,1867,N
c2,68,22,1934,N
c2,70,87,1946,N
c2,69,24,1963,N
c2,55,25,2103,N
c2,55,27,2215,N
c2,70,24,2382,N
c2,73,84,2422,N
c2,66,89,2457,N
c2,72,66,2500,N
c2,55,24,2693,N
c2,56,27,2926,N
c2,71,87,3243,N
c2,72,22,3376,N
c2,55,97,3422,N
c2,71,85,3527,N
c2,56,26,3533,N
c2,71,88,3672,N
c2,55,98,3740,N
c2,72,87,3869,N
c2,72,88,3898,N
c2,67,92,4037,N
c2,71,20,4189,N
c2,69,22,4272,N
c2,70,88,4775,N
c2,72,86,4790,N
c2,56,25,4904,N
c2,69,98,5229,N
c2,55,28,5230,N
c2,70,90,5488,N
c2,70,89,6431,N
c2,70,86,6620,N
c2,67,88,6647,N
c2,72,89,7438,N
c2,72,21,7820,N
